,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image,overall_number
2468,deutsche-telekom,April 2022,Top Unternehmen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,,5.0,1
2469,deutsche-boerse,Januar 2022,"Ein Beruf, aber keine Berufung - wer 9/5 sucht, ist hier richtig, wer etwas erreichen will, sollte woanders hingehen.",not_recommended,2.0,5.0,2.0,3.0,2.0,4.0,3.0,,4.0,1.0,5.0,2.0,0
2470,deutsche-bank,April 2022,Im Großen und Ganzen OK,not_recommended,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,0
2471,bmwgroup,April 2022,Nicht mehr so gut wie es mal war,not_recommended,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,0
2472,mtuaeroengines,März 2022,"Ich bin stolz darauf, bereits viele (gute und auch schwierige) Jahre in dieser Firma zu arbeiten.",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2473,siemens,April 2022,Familienfreundlich mit guten Home Office Möglichkeiten,recommended,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,1
2474,continental-gruppe,Februar 2022,Worst management ever,not_recommended,4.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,0
2475,infineon-technologies,Dezember 2021,Kollegen und Werkstudenten sind nett und hilfsbereit. Die Aufgaben sind manchmal ein wenig eintönig.,recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,4.0,1
2476,mercedes-benz-group,Dezember 2021,"Klasse Job für Menschen, die gern Überwachen und Steuern",not_recommended,4.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,2.0,4.0,5.0,0
2477,mtuaeroengines,März 2022,Außen Hui - Innen Pfui,not_recommended,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,0
2478,zalando,Mai 2022,Die Outlets sind eine Katastrophe!,not_recommended,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,0
2479,deutsche-boerse,März 2019,Intrigant und verlogen,not_recommended,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,0
2480,linde,November 2020,nach der Übernahme durch das US Management,not_recommended,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,0
2481,brenntag,Dezember 2021,"Management im Sturzflug, falls es noch tiefer geht....",not_recommended,1.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,0
2482,pumagroup,Juli 2020,"Spannender/ abwechslungsreicher Tätigkeitsbereich, wertschätzende Unternehmenskultur, vielfältiges/international Umfeld",recommended,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,1
2483,porsche-gruppe,Oktober 2021,mit Höhen und Tiefen,not_recommended,3.0,5.0,1.0,5.0,3.0,5.0,2.0,4.0,5.0,3.0,1.0,5.0,0
2484,covestro-deutschland3,März 2021,Covestro Bewertung,recommended,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,,5.0,5.0,1
2485,brenntag,März 2021,"Integrität, Kultur und Mitarbeitermotivation im freien Fall",not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,0
2486,pumagroup,März 2019,stimmiges facettenreiches Arbeitsumfeld,recommended,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,5.0,4.0,4.0,1
2487,bayer,Januar 2022,Manager in der Qualitätssicherung,recommended,3.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,1
2488,eon,April 2021,Guter Arbeitgeber mit Schwächen in der Weiterbildung,recommended,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,3.0,1
2489,delivery-hero,Juni 2018,Skrupellos,not_recommended,2.0,1.0,2.0,5.0,1.0,,3.0,3.0,4.0,1.0,4.0,3.0,0
2490,bayer,Februar 2022,Top-Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2491,airbus,Dezember 2021,Es war gut und hat mir viel weitergeholfen mich fort zu bilden,not_recommended,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,0
2492,delivery-hero,Februar 2022,Toller Arbeitgeber mit schwächelnder Führung,recommended,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,1
2493,mtuaeroengines,März 2022,"Spnnende Themen, Freiräume die man nutzen kann wenn man was Bewegen will !",recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2494,deutsche-telekom,Februar 2022,"Leider wird mehr versprochen als es am Ende ist. Viele unfreundliche Mitarbeiter, undkeine Struktur für die Ausbildung.",not_recommended,,,,,,,,,,,,,0
2495,sap,Februar 2022,Angenehm und in vielem vorbildlich.,recommended,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1
2496,continental-gruppe,März 2022,Ein Arbeitgeber des letzten Jahrtausends,not_recommended,1.0,1.0,3.0,2.0,5.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,0
2497,basf-se,April 2022,Guter Arbeitgeber,recommended,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,,4.0,1
2498,bayer,Dezember 2021,Gut,recommended,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,,4.0,5.0,5.0,1
2499,bayer,April 2021,Vereinbarkeit von Familie und Beruf gerade in Pandemiezeiten vorbildlich,recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1
2500,brenntag,März 2018,Gute Firma,recommended,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,1
2501,deutsche-boerse,Oktober 2021,Modernes Unternehmen mit großer Sparte an IT,recommended,,,,,,,,,,,,,1
2502,infineon-technologies,März 2022,25+ Jahre Halbleiter Erfahrung,recommended,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1
2503,mtuaeroengines,März 2022,"Liebe zum Produkt, Zuneigung zur Firma",recommended,5.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,1
2504,basf-se,Dezember 2021,"Gut: 3,8 von 5 Sternen",recommended,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,1
2505,hellofresh,Juli 2018,Ich bin seit knapp 2 Monaten bei HelloFresh und bisher sehr glücklich hier. Die Arbeit sowie die Mitarbeiter sind super!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1
2506,deutsche-post,April 2022,Idealer Teilzeitshop für Mütter,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2507,fresenius-medical-care,November 2020,Werkstudent im IT Projekt,recommended,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,1
2508,bayer,November 2021,"Im Großen und Ganzen zu empfehlen, wenn man als Facharbeiter im SCB arbeitet anspruchslos ist und Pappe liebt.",recommended,2.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,1
2509,deutsche-telekom,April 2022,Absolut zufrieden,recommended,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,1
2510,rwe,Januar 2020,10+ Jahre im Unternehmen - Keine Wertschätzung,not_recommended,5.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0
2511,brenntag,Juli 2017,"Brenntag AG, 3.7 von 5",recommended,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,1
2512,infineon-technologies,Januar 2022,es ist abzuraten!,not_recommended,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0
2513,mercedes-benz-group,April 2022,Ein wirklich toller Arbeitgeber!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2514,merckaa,Juli 2020,Top Arbeitgeber,recommended,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1
2515,delivery-hero,April 2019,Amazing Employee Experience,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2516,porsche-gruppe,Oktober 2021,Mehr Schein als sein,not_recommended,,2.0,,,1.0,,1.0,,,,1.0,,0
2517,hellofresh,Mai 2019,The best place I ever worked for.,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,1
2518,deutsche-telekom,April 2022,Ausbildung=1 mit *,recommended,,,,,,,,,,,,,1
2519,qiagen,April 2022,Leider mehr Schein als Sein,not_recommended,2.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,0
2520,muenchener-rueckversicherung,August 2018,Sehr gut: 4.15 von 5 Sternen,recommended,5.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,1
2521,fresenius-medical-care,März 2019,"Guter Arbeitgeber, interessante Tätigkeitsgebiete im Engineeringbereich",recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,1
2522,siemens,Januar 2022,Super Arbeitgeber,recommended,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,1
2523,delivery-hero,Dezember 2021,"Super Arbeitgeber, spannende Jobs, coole Leute",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2524,hellofresh,Januar 2021,"Ich bin froh bei HelloFresch arbeiten zu dürfen, denn die Kollegen sind hier immer bestens gelaunt.",recommended,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,1
2525,fresenius-se,Oktober 2017,man wurde nicht richtig angelernt,not_recommended,1.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,0
2526,henkel-aa,September 2020,Ausbildung zum Industriekaufmann Henkel Hamburg,recommended,,,,,,,,,,,,,1
2527,deutsche-post,April 2022,Fairer Arbeitsplatz,recommended,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,1
2528,vonovia-se,März 2022,Es geht um die Vonovia Technicher Service,not_recommended,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,,0
2529,mercedes-benz-group,März 2022,Kopfschmerzen vorprogrammiert,not_recommended,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,0
2530,bayer,April 2021,Medical Governance Officer,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2531,mercedes-benz-group,März 2022,Mein Top Job,recommended,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
2532,delivery-hero,Januar 2019,Finger weg! Politik in jeder Abteilung!,not_recommended,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0
2533,brenntag,Januar 2022,Unternehmen mit alleiniger Ausrichtung der Shareholder-Intererssen,not_recommended,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,0
2534,mercedes-benz-group,Januar 2022,Nicht mehr das was es mal war,not_recommended,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,0
2535,mercedes-benz-group,April 2022,Sehr Familienfreundlich,recommended,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,1
2536,bayer,September 2021,Zukunftsorientierer Arbeitgeber,recommended,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,1
2537,deutsche-telekom,April 2022,Fair,recommended,5.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,,4.0,1
2538,sap,Mai 2022,Top Arbeitgeber,recommended,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2539,qiagen,November 2018,Ein Top Arbeitgeber sieht für mich anders aus,not_recommended,3.0,2.0,4.0,1.0,3.0,5.0,3.0,,2.0,2.0,2.0,3.0,0
2540,deutsche-boerse,Oktober 2021,Abwechslungsreiches Praktikum in einem netten Team,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2541,symrise,Oktober 2020,Gut geht anders,not_recommended,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0
2542,eon,Mai 2021,Innovativ.Kundenorientiert.Nachhaltig,recommended,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,1
2543,sartorius,November 2021,Förderndes und Forderndes Arbeitsumfeld mit tollen Kollegen und Führungskräften,recommended,5.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,1
2544,vonovia-se,März 2022,Seit Beginn an nur Gutes und Positives erleben dürfen und bin umgeben von zuvorkommenden und freundlichen Kollegen,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
2545,deutsche-post,April 2022,"Deutsche Post als Arbeitgeber ist scho sehr gut, aber auch sehr anstrengend und nervenaufreibend zumindest als Zusteller",recommended,2.0,3.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,1
2546,qiagen,Februar 2019,Qiagen als top Arbeitgeber,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1
2547,airbus,März 2021,Dual student of logistics management,recommended,,,,,,,,,,,,,1
2548,mercedes-benz-group,Januar 2022,guter Arbeitergeber mit Potential nach oben,recommended,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,1
2549,covestro-deutschland3,Mai 2019,Sehr freundliches Team und tolle Atmosphäre,recommended,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1
2550,hannover-rueckversicherung,April 2017,Was will man mehr? - What's not to love?,recommended,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,1
2551,pumagroup,August 2021,Sehr guter Arbeitgeber,recommended,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,,5.0,5.0,5.0,1
2552,deutsche-post,Mai 2022,Ein fairer Arbeitgeber und nette Kollegen.,recommended,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,1
2553,basf-se,Januar 2022,Schlechte Planung und Teamführung,not_recommended,2.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,0
2554,bayer,Dezember 2021,"Sehr hilfreich, viel gelernt, tolle Kollegen",recommended,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,1
2555,delivery-hero,Juli 2019,Ein Arbeitgeber der seine Mitarbeiter schätzt!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2556,henkel-aa,November 2020,Top Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,1
2557,zalando,November 2021,Viel zu Viel Arbeit und viel zu wenige Mitarbeiter,not_recommended,1.0,1.0,,1.0,1.0,1.0,3.0,,1.0,1.0,,1.0,0
2558,bayer,Dezember 2021,Ok. Arbeitsabläufe waren teilweise aufgrund ausgeliehener Mitarbeiter langsam.,recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1
2559,basf-se,April 2022,Bietet viel für Familien,recommended,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,1
2560,bmwgroup,Dezember 2021,Good,not_recommended,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0
2561,basf-se,November 2021,Nicht zu empfehlen,not_recommended,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,,0
2562,eon,August 2021,Flexibler Arbeitgeber,recommended,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1
2563,covestro-deutschland3,November 2021,Jobs mit Zukunft,recommended,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1
2564,sartorius,Mai 2020,"Verspreche wurden nicht eingehalten, Sartorius nie wieder.",not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2565,volkswagen,Dezember 2021,Praktikum mit vielseitigen Aufgaben und Einblicken,recommended,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,1
2566,adidas,Juli 2021,Nur Show und kein Sinn für Mitarbeite*rinnen,not_recommended,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,0
2567,hannover-rueckversicherung,November 2020,durchschnittlich,not_recommended,3.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,,0
2568,deutsche-boerse,Mai 2018,"Great Benefits, interesting tasks, and reasonable work-life balance",recommended,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,1
2569,siemens,April 2022,Man ist Herr seiner Möglichkeiten,recommended,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,1
2570,bayer,April 2022,Familienfreundliches Unternehmen,recommended,5.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,1
2571,deutsche-boerse,Juli 2017,"Deutsche Börse AG, 3.9 von 5",recommended,4.0,5.0,4.0,5.0,5.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,1
2572,eon,Mai 2021,Hohe Flexibilität,recommended,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,1
2573,vonovia-se,November 2021,Sehr guter Arbeitgeber mit Zukunftsperspektive,recommended,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,1
2574,brenntag,April 2022,Leider anders als erwartet,not_recommended,3.0,1.0,1.0,2.0,4.0,5.0,5.0,2.0,2.0,1.0,4.0,3.0,0
2575,mtuaeroengines,März 2022,Beste Arbeitsgeber ever,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2576,mercedes-benz-group,Januar 2022,Sehr guter Arbeitgeber,recommended,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,1
2577,merckaa,November 2019,Ich kann mich nicht beschweren,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
2578,linde,September 2020,"Kaum bestehender Kontakt zum ""Vollzeit Ausbilder""",not_recommended,,,,,,,,,,,,,0
2579,zalando,Mai 2021,Die perfekte Geldmaschine?,not_recommended,2.0,,4.0,,4.0,,4.0,,,,4.0,,0
2580,adidas,Juli 2021,Es war einmal…,not_recommended,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0
2581,vonovia-se,März 2022,Mitarbeiter werden bewusst in Gefahr gebracht!,not_recommended,4.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,,0
2582,volkswagen,Dezember 2021,Ein sehr gutes Erlebnis,recommended,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,5.0,4.0,5.0,1
2583,symrise,Januar 2021,"Aussen hui, innen doppelpfui 2000!",not_recommended,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0
2584,vonovia-se,September 2021,"Immense Überstunden, inakzeptabler Leistungsdruck, inhumane Führungskraft",not_recommended,3.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0
2585,fresenius-medical-care,Oktober 2021,6 monatiges freiwilliges Praktikum im Projektmanagement Bereich,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
2586,deutsche-telekom,April 2022,Zuchthaus DTS Kundenservice,not_recommended,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0
2587,linde,Juni 2020,Personalpolitik ist ekelhaft!,not_recommended,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,,1.0,,0
2588,bayer,Dezember 2021,still in the first phase,not_recommended,3.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,0
2589,mtuaeroengines,März 2022,TOP Arbeitgeber Deutschland,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2590,deutsche-boerse,Oktober 2021,Abwechslungsreiches und interessantes Praktikum,recommended,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1
2591,deutsche-telekom,März 2022,Insgesamt eine wirklich schöne Ausbildungszeit,recommended,,,,,,,,,,,,,1
2592,henkel-aa,Mai 2022,Veraltete Strukturen und wenig Möglichkeiten etwas zu bewirken. Moderne Arbeitsweisen werden hier nicht gern gesehen.,not_recommended,3.0,3.0,1.0,3.0,3.0,,3.0,5.0,2.0,3.0,3.0,2.0,0
2593,merckaa,Januar 2020,Merck ist ein sehr guter Arbeitgeber und bietet viele Möglichkeiten weiter voran zu kommen,recommended,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,1
2594,covestro-deutschland3,September 2021,Viel reden wenig sagen...dann kommt man weiter. Unter BAYER hat es noch Spaß gemacht...,not_recommended,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,0
2595,deutsche-boerse,März 2019,"Sehr guter Arbeitgeber, aber mieser Standort",recommended,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,1
2596,volkswagen,Januar 2022,Es geht nicht besser,recommended,5.0,4.0,3.0,5.0,2.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1
2597,bayer,November 2021,Viele Möglichkeiten zur Weiterentwicklung,recommended,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,1
2598,hannover-rueckversicherung,September 2021,Senior Underwriter,recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1
2599,rwe,Juli 2021,Auf zu neuen Ufern...,recommended,3.0,,4.0,4.0,3.0,,4.0,5.0,5.0,5.0,3.0,4.0,1
2600,continental-gruppe,April 2022,Das Praktikum bei Continental Standort Regensburg in der Weiterbildung ist sehr weiter zu empfehlen.,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2601,zalando,Februar 2022,Für dem Einstieg sehr schön...,recommended,4.0,3.0,2.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,1
2602,deutsche-telekom,Februar 2022,"Guter Arbeitgeber , jedoch die Arbeit an sich und die Ausbildung sind weniger gut . Es wird wenig auf Azubis eingegangen",not_recommended,,,,,,,,,,,,,0
2603,porsche-gruppe,Juli 2021,Heute als Arbeitgeber höchstens noch im Mittelfeld. Es ist nicht in Ansatz wie erwartet.,not_recommended,2.0,2.0,3.0,2.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,0
2604,hellofresh,Dezember 2017,Dynamic workplace,recommended,4.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,1
2605,zalando,April 2022,Still a lot to improve,not_recommended,4.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,1.0,4.0,0
2606,daimler-truck3,Januar 2022,"Stabiles Unternehmen, leider nicht immer am Puls der Zeit und in die Jahre gekommen",not_recommended,3.0,4.0,2.0,3.0,5.0,5.0,2.0,4.0,4.0,3.0,3.0,4.0,0
2607,hellofresh,Dezember 2019,"Motivierte Kollegen, schönes Bürogebäude, spannende Aufgaben",recommended,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,1
2608,symrise,Januar 2020,Bezahlung und Wochen/h könnte viel besser!!!,not_recommended,5.0,5.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,0
2609,bmwgroup,März 2022,Kann mich nicht beschweren,recommended,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2610,basf-se,Dezember 2021,Meine Anilin,recommended,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
2611,infineon-technologies,Dezember 2021,"Autonomous, flexible, great manager",recommended,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,1
2612,merckaa,Oktober 2020,Man ist nur eine Zahl,not_recommended,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,0
2613,volkswagen,November 2021,Abgeschoben ins Mittelmaß,not_recommended,2.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,,0
2614,infineon-technologies,Dezember 2021,Instandhalter,not_recommended,2.0,1.0,3.0,4.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,0
2615,deutsche-bank,März 2021,Toller Arbeitgeber!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
2616,infineon-technologies,Dezember 2021,immer zufrieden gewesen,recommended,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,1
2617,daimler-truck3,Mai 2022,"Anspruchsvoller Job, super Team",recommended,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,1
2618,qiagen,Oktober 2020,Der Mensch als billiges Objekt - der wahre Stand der „Coronahelden“,not_recommended,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,0
2619,qiagen,April 2020,"Interessante Arbeit, aber leider ein schlechtes Vergütungssystem",recommended,5.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,1
2620,vonovia-se,Dezember 2021,Das Guthaben wird nicht ausgezahlt,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2621,pumagroup,Mai 2018,PUMA VOTE - Best employer ever,recommended,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,1
