,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image
2500,rwe,Mai 2020,TOP Arbeitgeber ...,recommended,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0
2501,rwe,Mai 2020,"Traditionelles Unternehmen überraschend neumodisch, offen und dynamisch.",recommended,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0
2502,rwe,Mai 2020,Dort beginnt die Zukunft. Energy to lead.,recommended,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0
2503,rwe,Mai 2020,Umgang mit Virus-Problem,recommended,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
2504,rwe,April 2020,Vorbildlicher Umgang mit den Angestellten während Covid19,recommended,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0
2505,rwe,April 2020,TOP Arbeitgeber,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0
2506,rwe,April 2020,Arbeit wie Familie,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2507,rwe,April 2020,Passt!,recommended,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
2508,rwe,März 2020,"Super Einstieg in die Berufswelt, toller Arbeitgeber!",recommended,5.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,,5.0
2509,rwe,Februar 2020,Arbeitgeber in Ordnung sofern mit gewissen Einschränkungen umgegangen werden kann,recommended,4.0,4.0,2.0,4.0,3.0,4.0,3.0,,4.0,3.0,3.0,
2510,rwe,Februar 2020,Das Unternehmen ist als Arbeitgeber nicht zu empfehlen,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2511,rwe,Januar 2020,10+ Jahre im Unternehmen - Keine Wertschätzung,not_recommended,5.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0
2512,rwe,Januar 2020,Solide und Freundlich,recommended,5.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0
2513,rwe,Januar 2020,"Alles in allem bin ich sehr zufrieden und wirklich stolz, dort zu arbeiten.",recommended,4.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0
2514,rwe,Januar 2020,es gibt mit sicherheit schlechtere arbeitgeber,recommended,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0
2515,rwe,Dezember 2019,Großer Umbruch mit riesigem Potential,recommended,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0
2516,rwe,November 2019,"Konservativ, hierarchisch, schlechte Kommunikation und kein Miteinander",not_recommended,1.0,4.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,5.0,1.0,1.0
2517,rwe,November 2019,Super Arbeitgeber mit Verbesserungspotenzial,recommended,4.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0
2518,rwe,Oktober 2019,Guter Arbeitgeber im Gesundheitswesen,recommended,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0
2519,rwe,Oktober 2019,Top Arbeitgeber - top Team!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0
2520,rwe,Oktober 2019,"Prima Arbeitgeber mit guter Arbeitsathmosphäre, Weiterbildungsmöglichkeiten und Karriereentwicklung.",recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0
2521,rwe,September 2019,Ein Arbeitgeber zum Weiterempfehlen!,recommended,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
2522,rwe,August 2019,RWE Nuklear Biblis,not_recommended,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0
2523,rwe,Juli 2019,Viele Möglichkeiten zur Entwicklung und Weiterbildung,recommended,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0
2524,rwe,Juli 2019,Es wr mal besser und wir sind ja politisch nicht mehr gewollt,not_recommended,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,1.0
2525,rwe,Juli 2019,Top Arbeitgeber!,recommended,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0
2526,rwe,Juli 2019,Ein Spitzenarbeitgeber mit herausragender Unternehmenskultur,recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
2527,rwe,Juli 2019,Top Karrieremöglichkeiten & Entwicklungschancen,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
2528,rwe,Juli 2019,Nette Kollegen/Innen und tolles Arbeitsklima,recommended,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0
2529,rwe,Juli 2019,we shape the energy of the future,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2530,rwe,Juli 2019,Alles top! Durchgängig!,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
2531,rwe,Juli 2019,Kein schöner Arbeitsplatz.Ungerechtigkeit und Mobbing,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2532,rwe,Juni 2019,RWE als Arbeitgeber: nicht mit dem Gewissen vereinbar.,not_recommended,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,
2533,rwe,Juni 2019,Guter Arbeitgeber,recommended,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0
2534,rwe,Juni 2019,Sehr gute Experience!,recommended,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0
2535,rwe,Juni 2019,"Es war mal besser, aber leider sind Braunkohlekraftwerk nicht mehr gewollt",not_recommended,5.0,2.0,4.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0
2536,rwe,Juni 2019,Ein Konzern im Wandel,recommended,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0
2537,rwe,Juni 2019,Bewertung,recommended,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
2538,rwe,Juni 2019,Ein geiler Laden!,recommended,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,
2539,rwe,Mai 2019,Top Arbeitgeber mit ausreichender Flexibilität für das Familienleben neben der Arbeit.,recommended,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
2540,rwe,Mai 2019,Mit Absprache ist viel möglich,recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,
2541,rwe,Mai 2019,Tendenz zu TOPP,recommended,5.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0
2542,rwe,Mai 2019,"wenn keine Änderung eingetreten ist, nicht zu empfehlen",not_recommended,3.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,5.0,2.0
2543,rwe,Mai 2019,TOP ARBEITGEBER,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,
2544,rwe,März 2019,Perfekter Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2545,rwe,März 2019,Abwechslungsreiches Praktikum in jungem Team,recommended,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0
2546,rwe,März 2019,In unserer Abteilung ist eine sehr gute Stimmung und zusammenhalt,recommended,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0
2547,rwe,März 2019,Mein Leben bei RWE,recommended,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
2548,rwe,Februar 2019,Professionelles Team mit viel Flexibilität,recommended,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0
2549,sap,Mai 2022,Produktmanagement und Entwicklung,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0
2550,sap,Mai 2022,"Viele Benefits, flexible Arbeitszeiten, Möglichkeit zum Teil im Homeoffice zu arbeiten, internationale Atmosphäre",recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
2551,sap,Mai 2022,Mehr Behörde als innovatives Unternehmen,not_recommended,4.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,3.0,4.0
2552,sap,Mai 2022,"Gutes HR, viele Benefits, viel Flexibilität. Aber: die Technologie stammt zum größten Teil aus den 90er Jahren",recommended,2.0,3.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0
2553,sap,Mai 2022,Hier kann jeder was finden,recommended,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,4.0
2554,sap,Mai 2022,"Super Arbeitgeber mit so vielen verschiedenen Projekten, dass für jeden was dabei ist",recommended,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0
2555,sap,Mai 2022,Hr service associate,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2556,sap,Mai 2022,Gute Arbeitskonditionen,recommended,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0
2557,sap,Mai 2022,"A lot of benefits, development environment could be more modern in some departments.",recommended,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
2558,sap,Mai 2022,Bester Arbeitgeber Deutschlands,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2559,sap,Mai 2022,"TOP-Arbeitgeber mit interessantem Aufgabenspektrum, super Arbeitsatmosphäre und individueller Arbeitszeitgestaltung",recommended,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
2560,sap,Mai 2022,"""great place to work""",recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0
2561,sap,Mai 2022,Top Arbeitgeber,recommended,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2562,sap,Mai 2022,Freiwillig gehe ich hier nicht weg :),recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2563,sap,Mai 2022,"Tolle und offene Arbeitsatmosphäre, aber gehaltstechnisch leider nicht mehr ganz konkurrenzfähig mit anderen Unternehmen",recommended,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0,3.0
2564,sap,Mai 2022,Stressig aber gut,recommended,5.0,5.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0
2565,sap,Mai 2022,Super Arbeitgeber!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2566,sap,April 2022,Prima gegenüber früher,recommended,2.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0
2567,sap,April 2022,Familienfreundlicher Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2568,sap,April 2022,"Top Miteinander, hoher workload",recommended,5.0,5.0,3.0,5.0,,5.0,5.0,5.0,4.0,4.0,2.0,5.0
2569,sap,April 2022,Genialer Arbeitgeber - alles ist möglich,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
2570,sap,April 2022,Unschlagbare Unternehmenskultur,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2571,sap,April 2022,Top Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
2572,sap,April 2022,Toller Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2573,sap,April 2022,SAP ist eine tolle Arbeitgeberin,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2574,sap,April 2022,PreSales DSC,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2575,sap,April 2022,Top Arbeitgeber!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
2576,sap,April 2022,Abwechslungsreiche und spannenden Aufgaben,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0
2577,sap,April 2022,Bester Arbeitgeber für Frauen,recommended,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0
2578,sap,April 2022,Top Women's Workplace & das familienfreundlichste Unternehmen welches ich je kennengelernt habe,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2579,sap,April 2022,Toller Arbeitgeber,recommended,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0
2580,sap,April 2022,Guter Arbeitgeber und gute Bezahlung,recommended,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0
2581,sap,April 2022,SAP SE ist sehr Familienfreundlich,recommended,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
2582,sap,April 2022,IT Event Manager,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2583,sap,April 2022,Der glückliche Mitarbeiter steht im Mittelpunkt.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2584,sap,April 2022,Einer der besten deutschen Arbeitgeber!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2585,sap,April 2022,15 Jahre sprechen für sich,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
2586,sap,April 2022,Industry Presales,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2587,sap,April 2022,Eine wunderbare Arbeitgeberin die sich nachhaltig um ihre MitarbeiterInnen kümmert.,recommended,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0
2588,sap,April 2022,Sicherer Job,recommended,,3.0,5.0,4.0,,5.0,4.0,5.0,2.0,4.0,5.0,5.0
2589,sap,April 2022,One of the best place to work,recommended,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
2590,sap,April 2022,Best place to work,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
2591,sap,April 2022,Es motiviert mich sehr SAP dabei zu helfen unsere nachhaltige Ziele zu erfüllen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2592,sap,April 2022,Toller Arbeitgeber,recommended,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0
2593,sap,April 2022,Sehr guter Arbeitgeber in allen Belangen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
2594,sap,April 2022,Agiles Arbeitsumfeld mit viel Freiheit bei der Gestaltung der Arbeit,recommended,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0
2595,sap,April 2022,Auch nach 22 Jahren ein attraktiver und vielfältiger Arbeitgeber!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0
2596,sap,April 2022,"Gute Zukunftschancen, viele Möglichkeiten und dabei fair und menschenfreundlich.",recommended,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0
2597,sap,April 2022,SAP ist ein klasse Arbeitgeber,recommended,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0
2598,sap,April 2022,"Tolle , dynamische und erfolgreiche Firma mit Zukunft",recommended,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0
2599,sap,April 2022,Rückmeldung aus der SAP Beratung,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0
2600,sap,April 2022,"ein bisschen Eigeninitiative bringen, ganz viel Entwicklungsmöglichkeiten und- support bekommen",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
2601,sap,April 2022,Vice President executive communications,recommended,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0
2602,sap,April 2022,Mein Traumarbeitgeber seit über 20 Jahren,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2603,sap,März 2022,Viele Möglichkeiten,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0
2604,sap,März 2022,"Super Arbeitsklima, nette Kolleg/innen, gute Benefits",recommended,5.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0
2605,sap,März 2022,"Still a great place to work, but not so exceptional or unique as 15 years ago...",recommended,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0
2606,sap,März 2022,"Toller Arbeitgeber, würde wahrscheinlich nur gehen, wenn ich selbst gründen würde.",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2607,sap,März 2022,Nicht ohne Grund bester Arbeigeber,recommended,4.0,,4.0,5.0,5.0,,4.0,,4.0,3.0,4.0,5.0
2608,sap,März 2022,21 Jahre bei einer Firma ... heute selten .... jeder Zeit wieder,recommended,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2609,sap,März 2022,Extrem schlechte Gehaltsrunden 2020 + 2021,recommended,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0
2610,sap,März 2022,Großer IT Konzern mit all seinen Vor- und Nachteilen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0
2611,sap,März 2022,Sehr gute fachliche weiterzuentwicklung und sehr gute Work-Life-Balance,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
2612,sap,März 2022,Nach dem Studium zur SAP,recommended,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
2613,sap,März 2022,"Sehr zufrieden, wenn es auch an manchen Stellen noch Verbesserungspotential gibt",recommended,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
2614,sap,März 2022,Eigentlich alles seht gut,recommended,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
2615,sap,März 2022,Guter Deal bei SAP,recommended,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0
2616,sap,März 2022,Auch in Corona-Zeiten top,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
2617,sap,März 2022,SAP Se,recommended,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0
2618,sap,März 2022,Support Engineer,not_recommended,4.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0
2619,sap,März 2022,Gute Arbeitsbedingungen,recommended,4.0,4.0,2.0,3.0,4.0,4.0,5.0,2.0,1.0,1.0,3.0,2.0
2620,sap,März 2022,Amazing employer with too many positives to account for here.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
2621,sap,März 2022,Traumjob,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2622,sap,März 2022,Bei SAP stehen alle Türen offen,recommended,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
2623,sap,März 2022,SAP Superarbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2624,sap,März 2022,Super Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2625,sap,März 2022,SAP ist super Arbeitgeber!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2626,sap,März 2022,Up-to-date Senior Prozessberater,recommended,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0
2627,sap,Februar 2022,sehr unzufrieden,not_recommended,,,,,1.0,,,,,,,
2628,sap,Februar 2022,"Firma top, Zusammenhalt super, Gehalt stagniert, Arbeitslast explodiert",recommended,5.0,5.0,3.0,2.0,3.0,5.0,5.0,3.0,2.0,2.0,1.0,5.0
2629,sap,Februar 2022,"Gute Firma, schlechtes Gehaltssystem mit zu viel Willkür",recommended,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2630,sap,Februar 2022,Ganz Okay,not_recommended,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0
2631,sap,Februar 2022,Angenehm und in vielem vorbildlich.,recommended,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
2632,sap,Februar 2022,"Good but no real salary increases, inflation is not compensated sustainable",recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0
2633,sap,Februar 2022,Außenwirkung - Innen?,not_recommended,3.0,2.0,3.0,3.0,1.0,4.0,4.0,5.0,3.0,3.0,2.0,
2634,sap,Februar 2022,The Fall of the House of Hasso (free after Edgar Allen Poe),not_recommended,5.0,5.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,1.0,4.0
2635,sap,Januar 2022,Für Neu- oder Wiedereinsteiger gut - Treue wird aber nicht belohnt,not_recommended,5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,1.0,3.0,2.0,3.0
2636,sap,Januar 2022,solides Unternehmen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2637,sap,Januar 2022,"SAP, das Gesamtpaket stimmt !",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2638,sap,Januar 2022,Führungslos,recommended,4.0,4.0,2.0,5.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0
2639,sartorius,Mai 2022,Mobbinf und Bossing werden hier groß geschrieben,not_recommended,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
2640,sartorius,Mai 2022,The perfect transition from an interview to an offer letter,recommended,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0
2641,sartorius,April 2022,"Gutes Arbeitsklima, gutes Gehalt, kein Stress, gute Karrieremöglichkeiten",recommended,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0
2642,sartorius,April 2022,"es sind jetzt 32 Jahre, direkt aus dem Studium bei Sartorius angefangen.",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2643,sartorius,April 2022,Eines der besten Unternehmen in der Region,recommended,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0
2644,sartorius,April 2022,"Sehr sozialer Arbeitgeber, sowohl für Angestellte als auch Zeitarbeiter",recommended,3.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0
2645,sartorius,April 2022,Super Work-Life-Balance,recommended,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
2646,sartorius,März 2022,Moderner Arbeitgeber mit allen Vor- und Nachteilen,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0
2647,sartorius,März 2022,Arbeitsplatz der Spaß macht!,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
2648,sartorius,März 2022,Mitnichten der Stern am Göttinger Himmel,not_recommended,1.0,1.0,4.0,1.0,2.0,4.0,5.0,4.0,1.0,1.0,3.0,2.0
2649,sartorius,März 2022,Hier kann man wenig besser machen.,recommended,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0
2650,sartorius,März 2022,Außen hui innen pfui,recommended,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0
2651,sartorius,Februar 2022,Guter Industriestandard,recommended,4.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0
2652,sartorius,Januar 2022,"Habe in Deutschland schon in mehreren Firmen gearbeitet, kann sagen, das Sartorius beste Firma ist.",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2653,sartorius,Januar 2022,Sartorius Stedim Biotech Göttingen,recommended,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0
2654,sartorius,Januar 2022,Bewertung Sartorius Stedim Plastics/ Abteilung STR,recommended,5.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0
2655,sartorius,Januar 2022,Entspanntes Arbeitsumfeld und zugleich herausfordernd,recommended,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0
2656,sartorius,Januar 2022,Mobbing Lästern wird hier ganz groß geschrieben,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0
2657,sartorius,Dezember 2021,Sehr gute Ausbildung.,recommended,,,,,,,,,,,,
2658,sartorius,Dezember 2021,Praxis und Theorie in einem,recommended,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
2659,sartorius,Dezember 2021,Top Ausbildungsbetrieb,recommended,,,,,,,,,,,,
2660,sartorius,Dezember 2021,"Eine breit aufgestellte Ausbildung mit vielen Möglichkeiten, Erfahrungen zu sammeln.",recommended,,,,,,,,,,,,
2661,sartorius,Dezember 2021,"Gut: 3,8 von 5 Sternen",recommended,4.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0
