,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image,overall_number
2259,covestro-deutschland3,August 2019,"Ein Arbeitgeber, der mehr Vorteile als Nachteile bietet. Gute Löhne, herausfirdernde Aufgaben.",recommended,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,1
2260,covestro-deutschland3,Januar 2021,Angenehmer Arbeitgeber,recommended,5.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,1
2261,zalando,Juli 2021,Durchstrukturiert und doch chaotisch,not_recommended,1.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,0
2262,infineon-technologies,Dezember 2021,Sehr gut,recommended,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,1
2263,fresenius-medical-care,November 2020,Unstrukturierte Prozesse und Angst unter den Mitarbeitern,not_recommended,1.0,,2.0,,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,0
2264,deutsche-telekom,März 2022,#DABEI,recommended,,,,,,,,,,,,,1
2265,continental-gruppe,Januar 2022,Tolle Ausbildung in super Atmosphäre,recommended,,,,,,,,,,,,,1
2266,sap,März 2022,Extrem schlechte Gehaltsrunden 2020 + 2021,recommended,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,1
2267,sap,Mai 2022,Gute Arbeitskonditionen,recommended,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,1
2268,fresenius-se,Juni 2017,Die beste Erfahrung das ich bei eine Zeitarbeitsfirme das ich bisher gemacht habe!,recommended,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,1
2269,sap,Februar 2022,Außenwirkung - Innen?,not_recommended,3.0,2.0,3.0,3.0,1.0,4.0,4.0,5.0,3.0,3.0,2.0,,0
2270,sartorius,August 2021,Super Arbeitgeber!!!,recommended,4.0,,3.0,,3.0,,5.0,,2.0,,5.0,4.0,1
2271,adidas,Juli 2020,even more interesting than i expected,recommended,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,1
2272,zalando,Oktober 2021,Zalando Studios Berlin GmbH ehemalst Zalando Conten Creation Co. Kg,recommended,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,,1
2273,porsche-gruppe,November 2021,Porsche ist alles andere als altbacken,recommended,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1
2274,basf-se,April 2022,Gut aber hohe Auslastung,recommended,5.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,1
2275,hannover-rueckversicherung,Dezember 2021,Machthierarchie mit einzelnen agilen Teams,not_recommended,2.0,1.0,1.0,5.0,3.0,,5.0,,4.0,1.0,,4.0,0
2276,eon,Januar 2022,Nur mal so!,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,1
2277,zalando,Mai 2021,"Ein felxibler, wohltätiger und offener Arbeitgeber für und mit den Angestellten.",recommended,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
2278,qiagen,Juli 2019,Praktikum in der internen Unternehmenskommunikation - Nur zu empfehlen!,recommended,4.0,5.0,5.0,5.0,5.0,,5.0,,5.0,,5.0,5.0,1
2279,symrise,Dezember 2019,Aussen- Darstellung und Image besser als innerbetriebliche Realität!,not_recommended,2.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,0
2280,symrise,Juni 2018,Genügend: 1 von 5 Sternen,recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
2281,henkel-aa,März 2022,Ungerecht behandelt,not_recommended,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,,0
2282,henkel-aa,September 2021,Guter Ausbildungsplatz,recommended,,,,,,,,,,,,,1
2283,merckaa,April 2021,Guter Rahmen mit überwiegend mangelhaftem Interna,recommended,4.0,4.0,2.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,1
2284,siemens,April 2022,Der beste Arbeitgeber bei dem ich bislang gearbeitet habe. Hier werden die Unternehmenswerte gelebt,recommended,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,1
2285,hannover-rueckversicherung,April 2018,somewhat different,recommended,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
2286,brenntag,März 2021,"Integrität, Kultur und Mitarbeitermotivation im freien Fall",not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,0
2287,pumagroup,Juni 2021,Praktikum mit Verbesserungspotenzial,not_recommended,2.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,0
2288,bmwgroup,Januar 2022,immer wieder einer der absoluten Top-Arbeigeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2289,rwe,Juli 2021,"Agile, Flexible, tolle kollegen und kontinuierliche Verbesserung",recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,1
2290,deutsche-telekom,Mai 2022,"Zum starten in die Berufswelt gut, danach im Kundenservice als Berater mit Ambitionen nicht mehr.",not_recommended,5.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,0
2291,bmwgroup,Februar 2022,Vieles von den Vorgesetzten abhängig,recommended,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1
2292,brenntag,Oktober 2020,Eher ein mangelhafter Arbeitgeber,not_recommended,1.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,5.0,0
2293,mercedes-benz-group,April 2022,"Familienfreundlich, aber es geht noch mehr",recommended,5.0,3.0,3.0,5.0,2.0,5.0,2.0,5.0,4.0,3.0,4.0,4.0,1
2294,zalando,April 2022,Das Management feiert sich gern selbst. Die Mitarbeiter bleiben auf der Strecke.,not_recommended,2.0,4.0,1.0,3.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,0
2295,symrise,Juli 2019,Viel Abwechselung und nette Kollegen,recommended,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,1
2296,infineon-technologies,Dezember 2021,Gute Leistung.,recommended,3.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,1
2297,qiagen,August 2020,Insgesamt empfehlenswert,recommended,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,1
2298,bayer,Dezember 2021,sehr sehr gut,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1
2299,deutsche-boerse,Mai 2019,Top Arbeitgeber,recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,1
2300,rwe,Juli 2020,Gutes Unternehmen mit zu schlechter öffentlicher Wahrnehmung,recommended,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,,1
2301,linde,Juni 2020,Personalpolitik ist ekelhaft!,not_recommended,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,,1.0,,0
2302,merckaa,Juli 2021,Ausgezeichneter Arbeitgeber,recommended,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2303,bmwgroup,Februar 2022,War mal ein sehr guter Arbeitgeber,not_recommended,4.0,2.0,5.0,2.0,2.0,1.0,5.0,2.0,5.0,2.0,1.0,3.0,0
2304,brenntag,Februar 2021,"Wenn man einen Job will wo man Jahre das gleiche macht,keine Entwicklungsmöglichkeiten brauch, in Ordnung.Sonst No-go",not_recommended,2.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,0
2305,mtuaeroengines,März 2022,Einkommen ohne Arbeit ? Kein Problem !,recommended,3.0,5.0,2.0,3.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,1
2306,pumagroup,Mai 2019,Besser geht immer - aber zu meckern gibt es nichts.,recommended,5.0,3.0,4.0,5.0,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,1
2307,porsche-gruppe,März 2022,Unbegründete Arroganz,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2308,bayer,Januar 2022,Sehr fairer Arbeitgeber im Wandel mit typischen Konzern Up- & Downsides,recommended,5.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,2.0,1
2309,bayer,März 2022,Hier kann man es gut aushalten :-),recommended,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,1
2310,fresenius-se,Mai 2019,Für mich ideal,recommended,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,1
2311,deutsche-post,April 2022,Ok aber!,not_recommended,4.0,2.0,1.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,0
2312,linde,Juli 2020,Schade um die Firma aber es geht durch die Amerikaner steil Berg ab,not_recommended,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,0
2313,eon,September 2021,Der Kunde steht nicht mehr im Mittelpunkt,recommended,4.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,1
2314,covestro-deutschland3,Mai 2022,Verbesserungswürdig,not_recommended,1.0,1.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,1.0,5.0,4.0,0
2315,deutsche-post,April 2022,Bewertung der postzustellung,not_recommended,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,0
2316,brenntag,Juni 2019,Sehr angenehmer und sicherer Arbeitgeber.,recommended,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,1
2317,hellofresh,November 2017,Stabiles Startup mit tollem Produkt und super Team,recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,4.0,4.0,5.0,5.0,1
2318,deutsche-telekom,April 2022,Meine Ausbildung bei der Telekom,recommended,,,,,,,,,,,,,1
2319,covestro-deutschland3,Juli 2021,Passt besseres gibt es nicht,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2320,symrise,Juli 2021,Eine Weltfirma die versucht die Mitarbeiter klein zu halten um sich die Gewinne selbst einzustecken.,not_recommended,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,0
2321,deutsche-telekom,Februar 2022,"Aufstiegschancen top, Gehaltsvergleich Flop",recommended,5.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0,,5.0,4.0,1
2322,henkel-aa,September 2020,Top Arbeitgeber mit vielen Freiheiten,recommended,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,1
2323,volkswagen,Dezember 2021,Mitarbeit an der digitalen Transformation bei Volkswagen,recommended,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,1
2324,merckaa,April 2022,War schon besser,recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,1
2325,hellofresh,April 2022,Vielfältige Aufgaben in einem spannenden Unternehmen mit Vision und tollen Werten,recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,,1
2326,continental-gruppe,Februar 2022,Sehr empfehlenswertes Praktikum!,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2327,merckaa,Mai 2020,Sehr fortschrittlich,recommended,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,1
2328,volkswagen,April 2022,Super Unternehmen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,1
2329,volkswagen,Juli 2021,Herausforderndes und innovatives Arbeitsumfeld mit einzigartiger sozialer Absicherung!,recommended,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1
2330,mercedes-benz-group,Januar 2022,Angemessenes Gehalt,recommended,1.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0,1.0,1
2331,pumagroup,Mai 2018,bieten viele Angebote für Familien und Kinderbetreuung,recommended,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,1
2332,deutsche-boerse,Februar 2021,Ein sehr guter Job für Werkstudent:innen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,1
2333,mercedes-benz-group,Januar 2022,Top Job,recommended,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,1
2334,henkel-aa,Januar 2022,Super Arbeitgeber mit guten Benefits,recommended,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,,5.0,1
2335,fresenius-medical-care,Oktober 2018,"Im Prinzip gut, aber Chefs ruinieren die Motivation.",not_recommended,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,0
2336,covestro-deutschland3,März 2021,Super Unternehmen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2337,mercedes-benz-group,Januar 2022,Viele Insights,not_recommended,4.0,2.0,3.0,4.0,5.0,3.0,4.0,1.0,3.0,4.0,4.0,5.0,0
2338,basf-se,Dezember 2021,Alles super,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2339,brenntag,September 2019,guter Arbeitgeber in der Chemie,recommended,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,5.0,1
2340,continental-gruppe,Februar 2022,Leider in den letzten Jahren sehr abgebaut,not_recommended,1.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,3.0,3.0,1.0,2.0,0
2341,bmwgroup,Januar 2022,Dax Unternehmen mit Renditevorgaben,recommended,2.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,1
2342,vonovia-se,Januar 2022,Keine Führungskompetenz,not_recommended,3.0,5.0,3.0,4.0,1.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,0
2343,linde,Juli 2021,Jobsicherheit? Nicht bei Linde...,not_recommended,4.0,4.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,0
2344,delivery-hero,Oktober 2021,Erbärmliche Arbeitsbedingungen,not_recommended,1.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,0
2345,mercedes-benz-group,April 2022,TOP Arbeitgeber,recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2346,sartorius,Dezember 2021,"Eine breit aufgestellte Ausbildung mit vielen Möglichkeiten, Erfahrungen zu sammeln.",recommended,,,,,,,,,,,,,1
2347,brenntag,Juli 2017,"BRENNTAG GmbH, 4.0 von 5",recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1
2348,qiagen,Februar 2020,Schlechte Unternehmensphilosophie und schlechtes mittleres Management,not_recommended,3.0,5.0,1.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,4.0,0
2349,fresenius-medical-care,März 2021,"Wenn man als Student keine Unterstützung bekommt und nicht wertgeschätzt wird, dann weiß man, dass da was nicht stimmt.",recommended,1.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,1
2350,bayer,Dezember 2021,Super Erfahrung sehr nettes Team,recommended,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,,3.0,5.0,4.0,1
2351,hellofresh,Januar 2019,interne Politik vor Effektivität,not_recommended,5.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,0
2352,adidas,November 2020,Im Großen und Ganzen bin ich sehr zufrieden,not_recommended,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,0
2353,basf-se,März 2022,E-EDE/LS customer Service Officer,not_recommended,1.0,1.0,5.0,1.0,5.0,1.0,2.0,5.0,1.0,1.0,5.0,2.0,0
2354,porsche-gruppe,August 2021,Der beste Arbeitgeber den es gibt!!!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2355,volkswagen,Februar 2022,Für Softwareexperten nicht zu empfehlen,not_recommended,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,0
2356,bayer,April 2021,Bester Arbeitgeber ever,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2357,covestro-deutschland3,Mai 2020,Sehr tolle Stelle,recommended,,,,,,,,,,,,,1
2358,bayer,Oktober 2021,"Guter Arbeitgeber, aber viel Chaos in der IT-Organisation",recommended,3.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,1
2359,sartorius,März 2022,Mitnichten der Stern am Göttinger Himmel,not_recommended,1.0,1.0,4.0,1.0,2.0,4.0,5.0,4.0,1.0,1.0,3.0,2.0,0
2360,fresenius-se,Mai 2019,Leider nicht Familienfreundlich,not_recommended,4.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,1.0,0
2361,deutsche-bank,August 2021,"Viel Schein, kein Sein",not_recommended,2.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,0
2362,henkel-aa,September 2021,Bück dich hoch,not_recommended,2.0,3.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,3.0,2.0,0
2363,deutsche-telekom,Januar 2022,Zwar viele Großkonzern vibes (logisch) aber im großen und ganzen sehr zu empfehlen (aber auch abteilungsabhängig),recommended,,,,,,,,,,,,,1
2364,continental-gruppe,April 2022,lächerlich,not_recommended,1.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,0
2365,qiagen,Februar 2017,Mitarbeiter IT,not_recommended,4.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,0
2366,basf-se,Dezember 2021,"Anspruchsvolle Aufgaben, viel Autonomie, tolles Team",recommended,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,1
2367,airbus,März 2021,Top Arbeitgeber in der Region,recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,1
2368,merckaa,Januar 2022,"Flexible Arbeitszeiten, außergewöhnliches Einsteigergehalt",recommended,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,1
2369,sartorius,Mai 2020,Bester Arbeitsgeber in der Umgebung,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,1
2370,sap,April 2022,"Gute Zukunftschancen, viele Möglichkeiten und dabei fair und menschenfreundlich.",recommended,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,1
2371,porsche-gruppe,März 2022,VW hat Porsche seiner DNA beraubt,not_recommended,3.0,5.0,3.0,4.0,1.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,0
2372,symrise,April 2020,"Außen hui, innen pfui",not_recommended,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,0
2373,qiagen,Januar 2021,Solider Arbeitgeber mit Möglichkeiten der Weiterentwicklung,recommended,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,1
2374,porsche-gruppe,Juli 2021,Mitarbeiter im Mittelpunkt,recommended,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2375,zalando,Oktober 2021,"Super Arbeitgeber, aber als Frau im Controlling hat man es schwer",recommended,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,1
2376,vonovia-se,März 2022,Den Arbeitgeber kann man vergessen. Völlig Unsozial!!!,not_recommended,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2377,mercedes-benz-group,März 2022,Super Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2378,basf-se,April 2022,Der Beste Arbeitgeber den es gibt,recommended,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2379,hannover-rueckversicherung,März 2018,Guter Arbeitgeber,recommended,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,1
2380,zalando,Mai 2021,Bester Arbeitgeber meiner beruflichen Laufbahn,recommended,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,1
2381,henkel-aa,Februar 2021,"Außen hui, innen...",not_recommended,3.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0,4.0,,2.0,0
2382,deutsche-post,April 2022,Top Unternehmen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1
2383,siemens,April 2022,sehr familienfreundlicher Arbeitgeber,recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1
2384,airbus,April 2021,Externen Mitarbeitern Arbeitnehmerüberlassung nahezulegen ist inakzetabel!,not_recommended,4.0,5.0,1.0,2.0,1.0,5.0,1.0,4.0,4.0,3.0,1.0,3.0,0
2385,eon,Januar 2022,"Führung sehr chaotisch, Fehlplanungen, Mitarbeiter werden schnell ersetzt",not_recommended,5.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,0
2386,daimler-truck3,Dezember 2021,"Hohe Bezahlung, wenig Entwicklungsmöglichkeiten",not_recommended,1.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,1.0,2.0,4.0,0
2387,deutsche-bank,Juni 2020,Berater Wealth Management,not_recommended,4.0,4.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,0
2388,symrise,Mai 2019,Schchlechtes Arbeitsklima und Bezahlung,not_recommended,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,0
2389,fresenius-se,Juli 2019,Solider und fairer Arbeitgeber,recommended,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1
2390,sap,März 2022,"Super Arbeitsklima, nette Kolleg/innen, gute Benefits",recommended,5.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,1
2391,mercedes-benz-group,Januar 2022,Sehr guter Arbeitgeber,recommended,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,1
2392,linde,April 2020,"Dieses Unternehmen ist nichts für Leistungsträger, daher Finger weg!!!",not_recommended,1.0,,1.0,,1.0,,1.0,,,,1.0,,0
2393,brenntag,Februar 2020,In der richtigen Abteilung super!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2394,fresenius-se,März 2022,Gute flexible Arbeitskultur,recommended,5.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,1
2395,basf-se,April 2022,"Bestens, weiter so!",recommended,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
2396,deutsche-boerse,November 2019,Super Unternehmen mit chronischem Managementproblem,recommended,5.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,5.0,1
2397,deutsche-bank,Februar 2022,"Befriedigend: 2,6 von 5 Sternen",recommended,3.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,3.0,5.0,1.0,1
2398,zalando,April 2021,Neustart mit Zalando,recommended,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,1
2399,hellofresh,März 2019,Hippes junges Unternehmen bietet Arbeiten in cooler Atmosphäre und internationalen Kollegen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,4.0,5.0,1
2400,bayer,April 2021,Vereinbarkeit von Familie und Beruf gerade in Pandemiezeiten vorbildlich,recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1
2401,mtuaeroengines,März 2022,Tolles Unternehmen,recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1
2402,pumagroup,September 2019,"PUMA: Forever FasterArbeite schnell, schneller",recommended,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,1
2403,vonovia-se,März 2022,Seit Beginn an nur Gutes und Positives erleben dürfen und bin umgeben von zuvorkommenden und freundlichen Kollegen,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
2404,eon,November 2021,Alles in allem ein guter Arbeitgeber,recommended,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1
2405,allianz118,November 2017,"Ein straff geführtes Unternehmen ohne Vertrauen in die eigenen Mitarbeiter, die ständig dreifach...",not_recommended,2.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,4.0,0
2406,mercedes-benz-group,Januar 2022,Endlose Prüfaufträge und fragwürdige Führungskräfte,not_recommended,3.0,4.0,2.0,2.0,1.0,5.0,5.0,2.0,4.0,2.0,5.0,2.0,0
2407,muenchener-rueckversicherung,Juni 2018,Sehr gut: 4.23 von 5 Sternen,recommended,5.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,1
2408,deutsche-boerse,August 2020,optimales Praktikum mit einer Menge Einblicke in unterschiedliche Themengebiete,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2409,adidas,August 2020,"great learning opportunities, great team, great work place, but i dont identify fully with values",recommended,4.0,3.0,4.0,4.0,5.0,2.0,5.0,1.0,4.0,5.0,4.0,5.0,1
2410,linde,Januar 2022,Das Problem ist inzwischen bereits 12 Jahre bei Retail.,not_recommended,,,1.0,,1.0,,1.0,,1.0,,,,0
2411,rwe,Oktober 2019,"Prima Arbeitgeber mit guter Arbeitsathmosphäre, Weiterbildungsmöglichkeiten und Karriereentwicklung.",recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,1
2412,hellofresh,Mai 2019,The best place I ever worked for.,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,1
