,Employer,Time,Comment,Overall,Interessante Aufgaben,Gleichberechtigung,Kommunikation,Arbeitsbedingungen,Vorgesetztenverhalten,Umgang mit älteren Kollegen,Kollegenzusammenhalt,Umwelt-/Sozialbewusstsein,Gehalt/Sozialleistungen,Karriere/Weiterbildung,Work-Life-Balance,Image,Arbeitsatmosphäre,Respekt,Variation,Spaßfaktor,Aufgaben/Tätigkeiten,Die Ausbilder,Ausbildungsvergütung,Arbeitszeiten,Karrierechancen,Arbeitgeber-Kommentar,Herausforderung,Arbeitgeber-Kommentare
2698,sartorius,Dezember 2020,Schnelles Wachstum tut nicht gut,Empfohlen,5.0,5.0,3.0,3.0,3.0,5.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,,,,,,,,,,,
2699,sartorius,Dezember 2020,Sehr bodenständiger Arbeitgeber in der Region,Empfohlen,3.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,,
2700,sartorius,Dezember 2020,"Schlechtes Klima, unmotivierte Kollegen, unfähige Führungskräfte",Nicht empfohlen,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,
2701,sartorius,Dezember 2020,Empfehlung mit Einschränkungen,Nicht empfohlen,3.0,2.0,5.0,1.0,3.0,5.0,3.0,5.0,3.0,1.0,5.0,3.0,,,,,,,,,,3.0,,
2702,sartorius,November 2020,Krisenfeste Firma mit einigen Tücken,Empfohlen,2.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,,,,,,,,,,5.0,,
2703,sartorius,November 2020,Bewerbungsprozess,Empfohlen,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,,
2704,sartorius,November 2020,Bester Arbeitgeber ever.,Empfohlen,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,,,,
2705,sartorius,November 2020,Wird immer schlimmer,Nicht empfohlen,2.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,,2.0,,,,,,,,,2.0,,
2706,sartorius,Oktober 2020,"Furchtbar, einfach furchtbar!",Nicht empfohlen,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,
2707,sartorius,August 2020,Super Arbeitgeber,Empfohlen,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2708,sartorius,August 2020,"Gute Kollegen, aggressive und respektlose Führung",Nicht empfohlen,3.0,4.0,1.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0,,,,,,,,,,5.0,,
2709,sartorius,August 2020,Top Arbeitgeber! Und die Kollegen sind einfach Klasse,Empfohlen,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,3.0,,,,,,,,,5.0,,
2710,sartorius,August 2020,"Das kompetenteste, strukturierteste und modernste Unternehmen, welches ich kennen lernen durfte",Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,5.0,,
2711,sartorius,Juli 2020,Sehr guter Arbeitgeben,Empfohlen,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,5.0,,
2712,sartorius,Juli 2020,Sartorius,Empfohlen,3.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,,,,,,,,,,4.0,,
2713,sartorius,Juli 2020,"Gerade in Zeiten von Corona, weiß das IT-Management, was es tut. IT entwickelt innovative Lösungen.",Empfohlen,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,,,,,,,,,,4.0,,
2714,sartorius,Juli 2020,Allezeit grosse Klappe und nicht viel dahinter,Nicht empfohlen,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,,,,,,,,,,3.0,,
2715,sartorius,Juli 2020,Rette sich wer kann,Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,1.0,,
2716,sartorius,Juni 2020,Schade,Nicht empfohlen,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,,,,,,,,,,2.0,,
2717,sartorius,Juni 2020,Ich fühle mich sehr wohl!,Empfohlen,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,,,,,,,,,,,
2718,sartorius,Juni 2020,Top Arbeitgeber! Es gibt immer Dinge die besser gehen aber hier sind das schon sehr wenige.,Empfohlen,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,,,,
2719,sartorius,Mai 2020,Versagen auf allen Führungsebenen,Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
2720,sartorius,Mai 2020,Kann mich nicht beschweren,Empfohlen,3.0,,3.0,4.0,5.0,,5.0,4.0,3.0,,5.0,4.0,4.0,,,,,,,,,,,
2721,sartorius,Mai 2020,Ausbildung und duales Studium bei Sartorius,Empfohlen,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,,
2722,sartorius,Mai 2020,"Chaos, incompetent leaders, dirty",Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
2723,sartorius,Mai 2020,Arbeiten in einem dynamischen Umfeld,Empfohlen,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,,,,,,,,,,,
2724,sartorius,Mai 2020,Projekt Manager,Empfohlen,5.0,4.0,3.0,5.0,2.0,1.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,,,,,,,,,,,
2725,sartorius,Mai 2020,Bester Arbeitsgeber in der Umgebung,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,,,,,,
2726,sartorius,Mai 2020,"BUF hat bei Sartorius größte Priorität!!!
Ich bin glücklich ein Teil davon zu sein!",Empfohlen,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2727,sartorius,Mai 2020,"Verspreche wurden nicht eingehalten, Sartorius nie wieder.",Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
2728,sartorius,April 2020,Professioneller Umgang mit Corona,Empfohlen,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2729,siemens,Mai 2022,Auf das Image gestützt,Nicht empfohlen,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,3.0,,,,,,,,,,,
2730,siemens,Mai 2022,Gut aber zu viele Fette Leute,Empfohlen,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,,,,,,,,,,,
2731,siemens,Mai 2022,"Ist das noch zeitgemäß? Ein Arbeitgeber, der (zumindest) vorgibt, arbeitnehmerfreundlich und progressiv zu sein...",Nicht empfohlen,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,,,,,,,,,,,
2732,siemens,Mai 2022,Siemens Energy ist nicht mehr Siemens AG,Empfohlen,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,,,,,,,,,,,
2733,siemens,April 2022,Von USA geführte Behörde,Empfohlen,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,5.0,3.0,4.0,,,,,,,,,,,
2734,siemens,April 2022,Flexible Arbeitszeiten ermöglichen die Vereinbarkeit von Familie und Beruf,Empfohlen,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,,,,,,,,,,,
2735,siemens,April 2022,Great opportunity to work there and to be part of a phantastic team!!!!,Empfohlen,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,,,,,,,,,,,
2736,siemens,April 2022,wir sind eine grosse Familie,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,,,,
2737,siemens,April 2022,Immer Interessante Arbeit aber permanenter großer Druck,Empfohlen,5.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,,,,,,,,,,,
2738,siemens,April 2022,Ein tolles Unternehmen wo ich gerne arbeite,Empfohlen,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2739,siemens,April 2022,Seit über 30 Jahren dabei bleibe auch,Empfohlen,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2740,siemens,April 2022,Top-Arbeitgeber,Empfohlen,5.0,5.0,4.0,5.0,4.0,5.0,4.0,,4.0,5.0,5.0,4.0,4.0,,,,,,,,,,,
2741,siemens,April 2022,Beste Firma im Landkreis Marburg-Biedenkopf :-),Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2742,siemens,April 2022,Man ist Herr seiner Möglichkeiten,Empfohlen,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,,,,,,,,,,,
2743,siemens,April 2022,Optimale Rahmenbedingungen,Empfohlen,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,,,,,,,,,,,
2744,siemens,April 2022,Führungskraft Service Management,Empfohlen,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,,,,,,,,,,,
2745,siemens,April 2022,"Gruppenleiter ""Durability Operations""",Empfohlen,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,,,,,,,,,,,
2746,siemens,April 2022,Globalplayer mit Schwächen,Nicht empfohlen,4.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,,,,,,,,,,,
2747,siemens,April 2022,Diplom ingenieur,Empfohlen,5.0,,,,,,,,,,,,,,,,,,,,,,,
2748,siemens,April 2022,Guter Arbeitgeber mit vielen Entwicklungsmöglichkeiten,Empfohlen,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,,,,,,,,,,,
2749,siemens,April 2022,Toller Umgang mit Corona Pandemie,Empfohlen,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,,,,,,,,,,
2750,siemens,April 2022,Auch nach Jahren noch mein Traumjob,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2751,siemens,April 2022,Siemens ist ein familienfreundliches Unternehmen,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2752,siemens,April 2022,Guter Job für gutes Geld - z. T. Abhängig von der direkten Führungskraft,Empfohlen,5.0,3.0,5.0,4.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2753,siemens,April 2022,"Sehr guter Arbeitgeber, interessante Aufgaben, immer wieder !",Empfohlen,5.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,,,,,,,,,,,
2754,siemens,April 2022,Neutral bis negativ,Empfohlen,4.0,1.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,,,,,,,,,,,
2755,siemens,April 2022,"Für mich ""Das beste Unternehmen""",Empfohlen,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,,,,,,,,,,,
2756,siemens,April 2022,Familienfreundlichkeit ist gegeben!,Empfohlen,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,,,,,,,,,,,
2757,siemens,April 2022,Familienfreundlich mit guten Home Office Möglichkeiten,Empfohlen,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,,,,,,,,,,,
2758,siemens,April 2022,Durchweg positive Erfahrungen im Unternehmen. Viele Benefits und Möglichkeiten für flexible Arbeitsmodelle. Fazit: TOP!,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,,,,
2759,siemens,April 2022,Absolut familienfreundlich,Empfohlen,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,,,,
2760,siemens,April 2022,Ein schrumpfender Konzern mit immer weniger Entwicklungsmöglichkeiten in Deutschland,Empfohlen,3.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,,,,,,,,,,,
2761,siemens,April 2022,Sehr guter Arbeitgeber jedoch muss der Geist der alten Weichen um den Anschluss nicht zu verlieren,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,,,,,,,,,,,
2762,siemens,April 2022,Hier kann ich gute Arbeit leisten.,Empfohlen,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,,
2763,siemens,April 2022,Tolles Team,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2764,siemens,April 2022,sehr familienfreundlicher Arbeitgeber,Empfohlen,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,
2765,siemens,April 2022,SIEMENS,Nicht empfohlen,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,,,,,,,,,,,
2766,siemens,April 2022,Der beste Arbeitgeber bei dem ich bislang gearbeitet habe. Hier werden die Unternehmenswerte gelebt,Empfohlen,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,,
2767,siemens,April 2022,Kostenoptimierung contra Sozialkompetenz,Nicht empfohlen,5.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,5.0,3.0,3.0,3.0,2.0,,,,,,,,,,,
2768,siemens,April 2022,Cham wird Amberg Standort zugeordnet. Das Klima wurde immer schlimmer und es wurden Arbeitsplätze abgebaut.,Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,,,,,,,,,,,
2769,siemens,April 2022,"Nicht schlecht, aber mit vergleichbarem Einsatz kann man auch anderswo gut oder besser verdienen",Empfohlen,5.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,,,,,,,,,,,
2770,siemens,April 2022,Volle Diskrimmerung,Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,
2771,siemens,April 2022,Gehaltserhöhungen werden nur weggelächelt…die eigentliche Arbeit ist leider nichts wert.,Nicht empfohlen,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,
2772,siemens,März 2022,Top Arbeitgeber,Empfohlen,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2773,siemens,März 2022,Toxisch,Nicht empfohlen,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,,,,,,,,,,,
2774,siemens,März 2022,"Schade, das war wohl nix - schnell wieder weg hier",Nicht empfohlen,4.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,,,,,,,,,,,
2775,siemens,März 2022,Für Werkstudis top,Empfohlen,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,,,,,,,,,,,
2776,siemens,März 2022,"Prinzipiell ein Guter Arbeitgeber, der mit Konzernstrukturen zu kämpfen hat und den Blick auf den Arbeitsmarkt verloren",Empfohlen,5.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,,,,,,,,,,,
2777,siemens,März 2022,Absolut nicht zu empfehlen!,Nicht empfohlen,1.0,1.0,1.0,3.0,3.0,,1.0,1.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,
2778,siemens,März 2022,"Chaos, Überstunden und fragwürdige Arroganz.",Nicht empfohlen,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,
2779,siemens,März 2022,Flexibles Arbeitsmodell,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2780,siemens,März 2022,Bisher mein bester Arbeitsplatz,Empfohlen,4.0,5.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,,,,,,,,,,,
2781,siemens,März 2022,Top Arbeitgeber,Empfohlen,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,,,,,,,,,,,
2782,siemens,März 2022,Nur als Mitglied der Schafskopfrunde kommt man in der IT weiter,Nicht empfohlen,5.0,5.0,1.0,,1.0,,5.0,,3.0,1.0,1.0,1.0,3.0,,,,,,,,,,,
2783,siemens,März 2022,"Vor einem Jahrzehnt super Arbeitgeber, heute nur noch Mittelfeld",Empfohlen,3.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,1.0,5.0,2.0,3.0,,,,,,,,,,,
2784,siemens,Februar 2022,IT Security Professional,Nicht empfohlen,3.0,5.0,1.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,3.0,,,,,,,,,,,
2785,siemens,Februar 2022,Irgendwo zwischen Altertum und Moderne,Nicht empfohlen,4.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,,,,,,,,,,,
2786,siemens,Februar 2022,Not recommended,Nicht empfohlen,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,3.0,2.0,1.0,2.0,,,,,,,,,,,
2787,siemens,Februar 2022,TipTop,Empfohlen,,,,,,,,,,,,,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,,,
2788,siemens,Februar 2022,"Zufriedenstellende Arbeitgeber, viele Freiheiten und Möglichkeiten zur Um Orientierung / Aufstieg",Empfohlen,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,,,,,,,,,,,
2789,siemens,Februar 2022,home office,Nicht empfohlen,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0,,,,,,,,,,,
2790,siemens,Februar 2022,Unfairen Arbeitgeber,Nicht empfohlen,3.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,,,,,,,,,,,
2791,siemens,Februar 2022,Siemens AG - GS SCM,Empfohlen,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,
2792,siemens,Januar 2022,Toller Arbeitgeber und tolles Team!,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,,
2793,siemens,Januar 2022,"Zukunftsorientiert, interessant und mit vielen individuellen Entwicklungsmöglichkeiten",Empfohlen,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,,
2794,siemens,Januar 2022,Offshore,Empfohlen,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,,,,,,,,,,,
2795,siemens,Januar 2022,"Mit Auszeichnung, ABER",Nicht empfohlen,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,,,,,,,,,,,,
2796,siemens,Januar 2022,Personalführung und 360 Grad Feedback,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,,
2797,siemens,Januar 2022,No good place to work,Nicht empfohlen,5.0,5.0,5.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,,,,,,,,,,,
2798,siemens,Januar 2022,"Durch meine Initiativbewerbung und meine Arbeit im Homeoffice läuft es aktuell nicht optimal,dennoch gute Aufgaben",Empfohlen,5.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,,,,,,,,,,,
2799,siemens,Januar 2022,Super Arbeitgeber,Empfohlen,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,,,,
2800,siemens,Januar 2022,"Für mich 0 geeignet. Für Andere, die sich ein 9 to 5 wünschen gut.",Empfohlen,1.0,5.0,1.0,3.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,,,,,,,,,,,
2801,siemens,Januar 2022,Siemens AG,Nicht empfohlen,4.0,3.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,4.0,2.0,3.0,1.0,,,,,,,,,,,
2802,siemens,Januar 2022,Faire Bezahlung,Empfohlen,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,,,,,,,,,
2803,siemens,Januar 2022,Interessante Tätigkeiten,Empfohlen,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,1.0,3.0,2.0,4.0,5.0,,,,,,,,,,,
2804,siemens,Januar 2022,Toller Arbeitgeber,Empfohlen,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2805,siemens,Januar 2022,Eine Stelle fürs Leben,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2806,siemens,Januar 2022,"Überwiegend gut, als Sales leider aber auch derzeit herausfordernd",Nicht empfohlen,5.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,,,,,,,,,,,
2807,siemens,Januar 2022,"sicherer Arbeitgeber, gutes Klima",Empfohlen,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,,,,,,,,,,,
2808,siemens,Januar 2022,"Ein sehr guter, marktführender Arbeitgeber",Empfohlen,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,,,,,,,,,,,
2809,siemens,Januar 2022,Antiquirte Managementkultur mit Innovationstheater,Nicht empfohlen,3.0,1.0,2.0,4.0,1.0,5.0,4.0,3.0,3.0,1.0,5.0,1.0,2.0,,,,,,,,,,,
2810,siemens,Januar 2022,Führung wird nicht gelebt,Empfohlen,4.0,,2.0,4.0,2.0,,2.0,2.0,4.0,3.0,5.0,4.0,3.0,,,,,,,,,,,
2811,siemens,Januar 2022,Top Gehalt beim Top Arbeitgeber - sehr zufrieden mit den Konditionen,Empfohlen,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2812,siemens,Januar 2022,Guter Arbeitgeber mit gutem Umfeld und/aber Ausbaupotential,Empfohlen,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,,,,,,,,,,,
2813,siemens,Januar 2022,Spannendes Unternehmen mit vielen Entwicklungsmöglichkeiten und viel Arbeit,Empfohlen,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,,,,,,,,,,,
2814,siemens,Januar 2022,Sehr vielfältige Aufgaben in recht bürokratischem Umfeld,Empfohlen,4.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,,,,,,,,,,,
2815,siemens,Januar 2022,Top Firma,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2816,siemens,Januar 2022,Werkstudent mit guter Arbeit und Aufgaben wie auch Verantwortung,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
2817,siemens,Januar 2022,"Das Gehalt ist gut, ansonsten braucht man ein dickes Fell",Nicht empfohlen,2.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,1.0,2.0,3.0,2.0,,,,,,,,,,,
2818,siemens,Januar 2022,Super Arbeitgeber! Tolles Team,Empfohlen,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,,,,,,,,,,,
2819,symrise,April 2022,Zufriedenstellend,Empfohlen,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,,,,,,,,,,,
2820,symrise,Februar 2022,Katastrophe,Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
2821,symrise,Januar 2022,Interessante Firma,Empfohlen,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,
2822,symrise,Januar 2022,"Ein guter Arbeitgeber. Leider keine tariflichen Bezahlung, doch die Hoffnung stirbt zuletzt.",Empfohlen,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,,,,,,,,,,,
2823,symrise,Januar 2022,Sehr guter Arbeitgeber für die Region Holzminden,Empfohlen,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,,,,,,,,,,,
2824,symrise,Dezember 2021,Symrise 2021,Empfohlen,5.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,,,,,,,,,,,
2825,symrise,Dezember 2021,Vorstellungsgespräch und kurzes Vorstellen beim Leiter,Empfohlen,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,,,,,,,,,,,
2826,symrise,November 2021,"Unternehmen top, Mitarbeiterfokus flop",Empfohlen,5.0,5.0,3.0,4.0,1.0,4.0,5.0,5.0,2.0,2.0,4.0,5.0,5.0,,,,,,,,,,,
2827,symrise,Oktober 2021,Innovativer Arbeitgeber mit Potential,Empfohlen,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,,,,,,,,,,,
